Order_ID,Order_Date,Customer_ID,Customer_Age,Gender,Region,Product_Name,Category,Quantity,Unit_Price,Discount_Percent,Sales_Amount,Cost_Amount,Profit,Payment_Method,Order_Status
ORD1389,2025-07-01,CUST949,58,Female,Sylhet,Bluetooth Headphones,Accessories,4,998,5,3792.4,2197.97,1594.43,Nagad,Cancelled
ORD1390,2026-02-25,CUST834,44,Male,Khulna,Wireless Mouse,Electronics,1,7547,5,7169.65,5154.25,2015.4,bKash,Delivered
ORD1391,2025-04-08,CUST833,39,Male,Rajshahi,Phone Case,Mobile,1,1966,15,1671.1,1518.99,152.11,COD,Cancelled
ORD1392,2025-10-29,CUST616,26,Female,Dhaka,Bluetooth Headphones,Accessories,5,6525,15,27731.25,21972.77,5758.48,COD,Returned
ORD1393,2026-04-12,CUST281,55,Male,Barishal,Webcam,Camera,4,4156,20,13299.2,12649.07,650.13,bKash,Delivered
ORD1394,2025-07-16,CUST528,56,Male,Khulna,Webcam,Camera,4,5165,10,18594.0,14175.03,4418.97,Card,Delivered
ORD1395,2025-11-05,CUST816,50,Female,Barishal,LED Monitor,Monitors,3,6792,5,19357.2,11967.0,7390.2,Nagad,Cancelled
ORD1396,2025-05-29,CUST803,40,Male,Barishal,USB-C Cable,Cables,5,1845,5,8763.75,6628.4,2135.35,bKash,Returned
ORD1397,2025-10-15,CUST591,55,Female,Barishal,Gaming Keyboard,Gaming,5,6019,0,30095.0,22734.04,7360.96,Nagad,Delivered
ORD1398,2025-01-28,CUST786,21,Male,Khulna,Power Bank,Power,1,1072,0,1072.0,699.84,372.16,bKash,Delivered
ORD1399,2025-06-01,CUST308,52,Male,Khulna,Laptop Stand,Office,3,7076,0,21228.0,15633.59,5594.41,Card,Delivered
ORD1400,2025-10-15,CUST498,33,Female,Barishal,Power Bank,Power,5,7284,5,34599.0,27331.44,7267.56,COD,Delivered
ORD1401,2025-01-28,CUST113,34,Male,Sylhet,Phone Case,Mobile,4,6656,10,23961.6,21586.07,2375.53,Card,Delivered
ORD1402,2026-01-07,CUST298,36,Female,Chattogram,Webcam,Camera,3,4677,20,11224.8,8461.35,2763.45,COD,Delivered
ORD1403,2025-05-23,CUST669,34,Male,Chattogram,Power Bank,Power,2,1177,15,2000.9,1320.53,680.37,Nagad,Delivered
ORD1404,2026-04-21,CUST430,56,Male,Barishal,LED Monitor,Monitors,3,6013,5,17137.05,10115.98,7021.07,Nagad,Delivered
ORD1405,2025-06-12,CUST638,32,Male,Sylhet,Power Bank,Power,5,3133,0,15665.0,11931.85,3733.15,COD,Returned
ORD1406,2025-06-28,CUST326,31,Female,Khulna,Phone Case,Mobile,2,4648,20,7436.8,6125.34,1311.46,Nagad,Delivered
ORD1407,2026-02-26,CUST870,59,Male,Dhaka,Webcam,Camera,2,4545,15,7726.5,7445.53,280.97,Nagad,Delivered
ORD1408,2025-01-21,CUST798,38,Female,Dhaka,Webcam,Camera,2,7725,20,12360.0,9514.63,2845.37,Card,Delivered
ORD1409,2025-07-11,CUST626,50,Female,Rajshahi,Smart Watch,Wearables,5,402,20,1608.0,1551.66,56.34,COD,Delivered
ORD1410,2025-03-27,CUST891,52,Male,Barishal,Gaming Keyboard,Gaming,2,4409,0,8818.0,7107.46,1710.54,COD,Delivered
ORD1411,2026-03-01,CUST819,45,Male,Barishal,Phone Case,Mobile,2,7045,0,14090.0,8531.59,5558.41,bKash,Delivered
ORD1412,2025-04-02,CUST913,34,Male,Sylhet,Gaming Keyboard,Gaming,4,510,0,2040.0,1162.35,877.65,bKash,Delivered
ORD1413,2025-01-09,CUST498,25,Male,Barishal,Phone Case,Mobile,4,3895,15,13243.0,10390.56,2852.44,COD,Cancelled
ORD1414,2025-09-15,CUST208,36,Female,Sylhet,Wireless Mouse,Electronics,5,5941,0,29705.0,19206.63,10498.37,COD,Delivered
ORD1415,2025-10-01,CUST325,26,Female,Sylhet,Phone Case,Mobile,4,3436,0,13744.0,9318.11,4425.89,Nagad,Cancelled
ORD1416,2025-01-06,CUST666,53,Male,Dhaka,Smart Watch,Wearables,2,5748,10,10346.4,9294.47,1051.93,COD,Delivered
ORD1417,2025-02-13,CUST412,31,Female,Chattogram,Webcam,Camera,5,3428,20,13712.0,11960.84,1751.16,Card,Cancelled
ORD1418,2026-03-04,CUST358,30,Male,Chattogram,Laptop Stand,Office,5,1518,5,7210.5,4626.96,2583.54,COD,Returned
ORD1419,2025-05-09,CUST200,30,Female,Khulna,Power Bank,Power,4,799,10,2876.4,2337.41,538.99,Nagad,Delivered
ORD1420,2025-04-10,CUST425,49,Female,Khulna,Bluetooth Headphones,Accessories,2,2535,20,4056.0,2884.06,1171.94,Nagad,Cancelled
ORD1421,2025-06-11,CUST538,28,Male,Khulna,Laptop Stand,Office,5,4833,20,19332.0,15668.91,3663.09,bKash,Delivered
ORD1422,2026-01-11,CUST439,48,Female,Rajshahi,Smart Watch,Wearables,4,7082,10,25495.2,16607.65,8887.55,Nagad,Delivered
ORD1423,2025-02-11,CUST961,35,Male,Sylhet,Power Bank,Power,4,1091,5,4145.8,3160.84,984.96,bKash,Delivered
ORD1424,2025-11-20,CUST131,55,Female,Sylhet,Bluetooth Headphones,Accessories,1,7508,0,7508.0,5851.65,1656.35,bKash,Delivered
ORD1425,2026-02-01,CUST252,41,Female,Chattogram,Smart Watch,Wearables,5,4652,20,18608.0,15757.91,2850.09,Nagad,Delivered
ORD1426,2025-09-15,CUST110,60,Male,Sylhet,Power Bank,Power,4,4381,0,17524.0,11515.58,6008.42,bKash,Returned
ORD1427,2025-10-17,CUST775,27,Female,Khulna,LED Monitor,Monitors,2,1504,5,2857.6,2114.37,743.23,COD,Delivered
ORD1428,2025-01-22,CUST784,31,Female,Rajshahi,USB-C Cable,Cables,4,714,10,2570.4,1855.68,714.72,Card,Delivered
ORD1429,2025-09-24,CUST748,35,Female,Sylhet,Wireless Mouse,Electronics,1,5512,10,4960.8,3185.22,1775.58,bKash,Delivered
ORD1430,2025-07-12,CUST328,51,Female,Khulna,Gaming Keyboard,Gaming,4,5014,0,20056.0,13828.59,6227.41,Nagad,Delivered
ORD1431,2025-08-14,CUST269,32,Male,Sylhet,Webcam,Camera,4,254,20,812.8,800.76,12.04,Nagad,Delivered
ORD1432,2026-02-23,CUST221,60,Male,Rajshahi,Laptop Stand,Office,2,1489,10,2680.2,2121.96,558.24,Nagad,Cancelled
ORD1433,2025-10-30,CUST265,59,Female,Dhaka,LED Monitor,Monitors,1,5731,15,4871.35,3893.27,978.08,bKash,Delivered
ORD1434,2025-09-20,CUST140,54,Male,Dhaka,Webcam,Camera,2,5052,5,9598.8,5924.74,3674.06,bKash,Delivered
ORD1435,2025-11-23,CUST119,60,Female,Dhaka,Power Bank,Power,2,3521,20,5633.6,5715.96,-82.36,bKash,Delivered
ORD1436,2026-03-02,CUST520,56,Male,Sylhet,LED Monitor,Monitors,5,7304,15,31042.0,21767.86,9274.14,bKash,Returned
ORD1437,2025-11-02,CUST704,22,Male,Rajshahi,Smart Watch,Wearables,5,1573,10,7078.5,6284.41,794.09,Card,Delivered
ORD1438,2025-09-16,CUST800,44,Male,Sylhet,Wireless Mouse,Electronics,1,1857,20,1485.6,1452.34,33.26,COD,Delivered
ORD1439,2025-09-30,CUST615,25,Male,Rajshahi,Webcam,Camera,4,5113,0,20452.0,16095.59,4356.41,bKash,Returned
ORD1440,2025-07-09,CUST995,20,Female,Chattogram,Wireless Mouse,Electronics,5,7547,15,32074.75,26073.07,6001.68,Card,Delivered
ORD1441,2025-03-10,CUST360,48,Male,Dhaka,Webcam,Camera,3,6791,20,16298.4,11742.66,4555.74,Nagad,Returned
ORD1442,2026-01-16,CUST908,18,Male,Sylhet,Phone Case,Mobile,5,2311,5,10977.25,6372.31,4604.94,COD,Delivered
ORD1443,2025-08-07,CUST767,55,Female,Khulna,Gaming Keyboard,Gaming,2,3549,10,6388.2,4108.16,2280.04,Card,Returned
ORD1444,2025-07-31,CUST665,53,Female,Chattogram,Webcam,Camera,3,2457,15,6265.35,5556.57,708.78,Nagad,Returned
ORD1445,2026-02-01,CUST822,43,Male,Barishal,LED Monitor,Monitors,5,2278,10,10251.0,8040.95,2210.05,COD,Cancelled
ORD1446,2025-09-18,CUST510,39,Male,Chattogram,LED Monitor,Monitors,2,6615,5,12568.5,7634.71,4933.79,Card,Cancelled
ORD1447,2025-11-04,CUST545,23,Male,Khulna,Bluetooth Headphones,Accessories,1,6944,5,6596.8,4703.52,1893.28,bKash,Delivered
ORD1448,2025-07-25,CUST728,59,Female,Barishal,Webcam,Camera,1,509,15,432.65,407.85,24.8,COD,Delivered
ORD1449,2026-04-22,CUST923,51,Female,Chattogram,LED Monitor,Monitors,4,287,5,1090.6,895.04,195.56,COD,Returned
ORD1450,2025-12-12,CUST136,41,Male,Barishal,Power Bank,Power,5,5921,5,28124.75,21200.18,6924.57,COD,Delivered
ORD1451,2025-07-22,CUST515,55,Male,Sylhet,Smart Watch,Wearables,1,6587,15,5598.95,4250.88,1348.07,COD,Cancelled
ORD1452,2025-10-14,CUST696,40,Female,Khulna,Bluetooth Headphones,Accessories,1,4702,10,4231.8,3507.96,723.84,bKash,Returned
ORD1453,2025-05-14,CUST279,44,Male,Sylhet,LED Monitor,Monitors,2,7816,15,13287.2,11024.07,2263.13,COD,Returned
ORD1454,2025-05-12,CUST997,52,Female,Barishal,Gaming Keyboard,Gaming,3,7957,0,23871.0,18304.15,5566.85,Card,Delivered
ORD1455,2026-02-02,CUST569,47,Male,Rajshahi,LED Monitor,Monitors,5,6507,5,30908.25,24548.24,6360.01,COD,Delivered
ORD1456,2025-04-28,CUST919,38,Female,Khulna,Phone Case,Mobile,1,5390,5,5120.5,3949.61,1170.89,COD,Cancelled
ORD1457,2026-01-19,CUST940,39,Male,Sylhet,USB-C Cable,Cables,3,2553,0,7659.0,5037.41,2621.59,bKash,Delivered
ORD1458,2026-01-18,CUST799,30,Female,Barishal,Gaming Keyboard,Gaming,3,1990,20,4776.0,3717.22,1058.78,bKash,Delivered
ORD1459,2025-05-08,CUST956,57,Female,Chattogram,Smart Watch,Wearables,2,1893,5,3596.7,2289.57,1307.13,COD,Delivered
ORD1460,2025-10-05,CUST143,48,Female,Sylhet,LED Monitor,Monitors,1,5228,0,5228.0,3954.18,1273.82,Nagad,Delivered
ORD1461,2026-04-14,CUST623,35,Female,Chattogram,Smart Watch,Wearables,5,4220,5,20045.0,17213.1,2831.9,bKash,Delivered
ORD1462,2025-06-27,CUST503,29,Female,Dhaka,Phone Case,Mobile,5,4118,20,16472.0,11505.53,4966.47,Card,Delivered
ORD1463,2025-02-21,CUST433,41,Female,Chattogram,Wireless Mouse,Electronics,1,5722,5,5435.9,3733.29,1702.61,Nagad,Delivered
ORD1464,2025-09-13,CUST534,31,Female,Barishal,LED Monitor,Monitors,3,5222,10,14099.4,10164.09,3935.31,Nagad,Delivered
ORD1465,2025-10-22,CUST802,32,Male,Barishal,Smart Watch,Wearables,4,3892,5,14789.6,10964.24,3825.36,Nagad,Delivered
ORD1466,2026-02-14,CUST856,27,Female,Dhaka,Phone Case,Mobile,5,7214,15,30659.5,21747.94,8911.56,bKash,Delivered
ORD1467,2025-06-11,CUST904,49,Female,Khulna,Laptop Stand,Office,4,7517,20,24054.4,20872.46,3181.94,COD,Delivered
ORD1468,2025-09-01,CUST959,58,Male,Rajshahi,Laptop Stand,Office,1,691,5,656.45,531.88,124.57,Nagad,Delivered
ORD1469,2025-05-12,CUST452,19,Female,Dhaka,Gaming Keyboard,Gaming,3,4790,20,11496.0,11518.96,-22.96,Nagad,Cancelled
ORD1470,2025-10-03,CUST278,36,Female,Khulna,USB-C Cable,Cables,5,4925,20,19700.0,17864.54,1835.46,Card,Cancelled
ORD1471,2025-11-20,CUST248,28,Female,Rajshahi,Bluetooth Headphones,Accessories,4,3321,20,10627.2,8333.87,2293.33,Card,Delivered
ORD1472,2025-12-01,CUST398,35,Female,Khulna,Laptop Stand,Office,1,3014,5,2863.3,1912.81,950.49,Card,Delivered
ORD1473,2026-03-14,CUST123,26,Male,Barishal,Power Bank,Power,5,3888,15,16524.0,11570.22,4953.78,Nagad,Cancelled
ORD1474,2025-02-02,CUST999,48,Male,Dhaka,USB-C Cable,Cables,1,1567,15,1331.95,905.43,426.52,Card,Returned
ORD1475,2025-12-02,CUST499,37,Male,Chattogram,Bluetooth Headphones,Accessories,1,2350,20,1880.0,1391.02,488.98,Nagad,Delivered
ORD1476,2025-12-06,CUST465,38,Female,Rajshahi,Laptop Stand,Office,2,4515,5,8578.5,5036.16,3542.34,Nagad,Returned
ORD1477,2025-11-02,CUST567,58,Female,Sylhet,Laptop Stand,Office,4,7969,20,25500.8,19055.47,6445.33,Nagad,Delivered
ORD1478,2025-07-07,CUST522,34,Male,Khulna,Power Bank,Power,4,2060,0,8240.0,5515.05,2724.95,COD,Delivered
ORD1479,2025-01-05,CUST804,49,Female,Khulna,Laptop Stand,Office,5,3017,10,13576.5,10207.77,3368.73,COD,Delivered
ORD1480,2025-04-07,CUST521,53,Female,Rajshahi,Webcam,Camera,3,2094,0,6282.0,4384.94,1897.06,bKash,Delivered
ORD1481,2025-11-17,CUST345,51,Female,Khulna,Phone Case,Mobile,4,2007,10,7225.2,4587.09,2638.11,Nagad,Delivered
ORD1482,2025-11-23,CUST566,57,Female,Khulna,Bluetooth Headphones,Accessories,2,1694,5,3218.6,2128.31,1090.29,Card,Delivered
ORD1483,2025-01-12,CUST290,24,Female,Khulna,Wireless Mouse,Electronics,3,1446,0,4338.0,3521.69,816.31,bKash,Cancelled
ORD1484,2025-09-10,CUST322,39,Female,Khulna,Wireless Mouse,Electronics,4,2107,0,8428.0,4978.29,3449.71,Card,Delivered
ORD1485,2025-03-16,CUST157,35,Female,Dhaka,Wireless Mouse,Electronics,4,2905,0,11620.0,9037.54,2582.46,Card,Delivered
ORD1486,2025-03-04,CUST886,33,Female,Rajshahi,Smart Watch,Wearables,2,6894,15,11719.8,10666.78,1053.02,bKash,Cancelled
ORD1487,2025-04-17,CUST584,42,Female,Khulna,USB-C Cable,Cables,1,3975,0,3975.0,2745.56,1229.44,bKash,Cancelled
ORD1488,2025-11-23,CUST405,30,Female,Dhaka,Power Bank,Power,1,4467,0,4467.0,2762.37,1704.63,bKash,Delivered
ORD1489,2025-05-22,CUST698,25,Female,Chattogram,Phone Case,Mobile,2,2858,0,5716.0,3402.09,2313.91,COD,Delivered
ORD1490,2026-01-30,CUST191,33,Male,Rajshahi,LED Monitor,Monitors,5,5839,20,23356.0,17279.0,6077.0,COD,Cancelled
ORD1491,2025-11-27,CUST257,52,Male,Chattogram,Gaming Keyboard,Gaming,5,7825,0,39125.0,22150.2,16974.8,Card,Delivered
ORD1492,2025-08-13,CUST850,30,Male,Barishal,Power Bank,Power,3,6659,10,17979.3,15332.18,2647.12,Card,Delivered
ORD1493,2025-08-13,CUST672,36,Female,Chattogram,Smart Watch,Wearables,2,7561,0,15122.0,10298.56,4823.44,bKash,Returned
ORD1494,2026-03-02,CUST713,53,Male,Dhaka,Gaming Keyboard,Gaming,3,6199,15,15807.45,11610.81,4196.64,bKash,Delivered
ORD1495,2026-02-02,CUST753,50,Female,Barishal,Smart Watch,Wearables,3,4636,10,12517.2,9354.54,3162.66,bKash,Delivered
ORD1496,2026-01-05,CUST164,60,Female,Chattogram,Gaming Keyboard,Gaming,5,6557,20,26228.0,20145.48,6082.52,Card,Returned
ORD1497,2025-06-14,CUST213,24,Male,Dhaka,Webcam,Camera,2,2519,10,4534.2,3328.34,1205.86,bKash,Delivered
ORD1498,2025-01-17,CUST684,59,Female,Barishal,USB-C Cable,Cables,1,1076,15,914.6,647.47,267.13,Card,Returned
ORD1499,2025-11-07,CUST835,22,Male,Chattogram,Webcam,Camera,5,2296,0,11480.0,7449.55,4030.45,Card,Delivered
ORD1500,2026-04-01,CUST525,41,Male,Sylhet,Wireless Mouse,Electronics,4,3156,20,10099.2,9477.33,621.87,Nagad,Returned
